,Unnamed: 0,ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeboorteTotaal_24,GeboorteRelatief_25,SterfteTotaal_26,SterfteRelatief_27,HuishoudensTotaal_28,Eenpersoonshuishoudens_29,HuishoudensZonderKinderen_30,HuishoudensMetKinderen_31,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,PercentageBewoond_38,PercentageOnbewoond_39,Koopwoningen_40,HuurwoningenTotaal_41,Appartement_48,Tussenwoning_49,Hoekwoning_50,TweeOnderEenKapWoning_51,VrijstaandeWoning_52,AfstandTotHuisartsenpraktijk_94,AfstandTotGroteSupermarkt_95,AfstandTotKinderdagverblijf_96,AfstandTotSchool_97,ScholenBinnen3Km_98,TotaleOppervlakte_4,BouwgrondOpp
817,817,817,Boekenbuurt,Amstelveen                              ,Buurt     ,BU03620603,2665,1265,1400,310,200,675,650,840,20,7,50,18,1410,705,405,305,1.8,5321.0,91.0,9.0,42.0,49.0,2170.0,3040.0,3530.0,3720.0,5270.0,0.6,0.9,0.5,0.5,13.6,52,0
818,818,818,Operabuurt,Amstelveen                              ,Buurt     ,BU03620604,2260,1080,1180,360,280,605,595,435,20,9,20,8,1065,440,265,370,2.1,6175.0,97.0,3.0,29.0,71.0,2070.0,2800.0,2690.0,,,1.1,0.5,0.3,0.7,15.3,37,0
819,819,819,Buitengebied Noord,Amstelveen                              ,Wijk      ,WK036207  ,810,405,400,160,105,130,260,170,5,4,0,3,315,85,110,135,2.6,204.0,93.0,7.0,75.0,24.0,,3210.0,3180.0,4280.0,4330.0,1.7,1.2,1.5,1.6,6.4,433,12
820,820,820,Middelpolder,Amstelveen                              ,Buurt     ,BU03620701,350,170,175,60,45,55,120,75,0,8,0,2,140,40,55,55,2.4,97.0,86.0,14.0,77.0,22.0,,,3040.0,4780.0,3670.0,2.2,1.8,1.8,1.8,6.1,388,12
821,821,821,Buurt over Ouderkerk,Amstelveen                              ,Buurt     ,BU03620702,460,235,225,100,60,75,140,95,0,2,0,4,175,45,55,80,2.6,1176.0,98.0,2.0,73.0,27.0,,3180.0,3200.0,3430.0,5460.0,1.2,0.8,1.2,1.4,6.6,46,0
822,822,822,Keizer Karelpark,Amstelveen                              ,Wijk      ,WK036208  ,11785,5500,6285,1890,995,3160,3105,2645,110,9,180,15,5815,2580,1440,1805,2.0,4031.0,90.0,10.0,42.0,50.0,2170.0,2870.0,3060.0,4240.0,4600.0,0.7,0.4,0.4,0.6,15.7,296,0
823,823,823,Oude Dorp,Amstelveen                              ,Buurt     ,BU03620801,635,315,320,100,90,160,210,80,0,4,0,3,310,140,70,110,2.0,2684.0,92.0,8.0,53.0,46.0,2050.0,3110.0,3650.0,3400.0,3910.0,0.9,0.6,0.8,0.7,11.2,25,0
824,824,824,Kastanjebuurt,Amstelveen                              ,Buurt     ,BU03620802,2265,1045,1220,465,205,420,640,545,15,7,15,6,980,330,275,385,2.3,4827.0,96.0,4.0,63.0,37.0,2300.0,3270.0,3270.0,4800.0,5470.0,0.5,0.4,0.6,0.6,17.1,47,0
825,825,825,Van der Leekbuurt,Amstelveen                              ,Buurt     ,BU03620803,2115,995,1120,365,225,515,615,400,20,10,15,7,950,335,265,360,2.2,4214.0,72.0,28.0,34.0,41.0,2400.0,2830.0,2950.0,3360.0,,0.9,0.4,0.2,0.4,17.2,50,0
826,826,826,Populierenbuurt,Amstelveen                              ,Buurt     ,BU03620804,3310,1510,1795,445,255,930,865,825,30,9,80,24,1730,855,425,460,1.8,6305.0,93.0,7.0,39.0,53.0,2260.0,2600.0,3240.0,4590.0,4740.0,0.4,0.3,0.5,0.8,15.2,54,0
827,827,827,Augustinuspark,Amstelveen                              ,Buurt     ,BU03620805,2955,1415,1535,465,215,1030,715,535,30,10,30,10,1610,830,335,455,1.8,7630.0,96.0,4.0,33.0,67.0,1940.0,2710.0,2710.0,,,1.0,0.5,0.4,0.4,15.6,39,0
828,828,828,Startbaanbuurt,Amstelveen                              ,Buurt     ,BU03620806,490,210,280,55,5,105,65,265,5,14,35,76,220,105,80,45,1.8,617.0,91.0,9.0,53.0,25.0,2880.0,1240.0,1270.0,,,1.0,0.9,0.3,1.3,13.5,81,0
829,829,829,Groenelaan,Amstelveen                              ,Wijk      ,WK036209  ,7580,3425,4150,960,620,1905,1715,2385,75,9,185,24,4080,2140,1005,945,1.8,5778.0,90.0,10.0,20.0,78.0,2000.0,3120.0,3430.0,3580.0,4900.0,1.1,0.7,0.6,0.7,11.7,137,2
830,830,830,Langerhuize,Amstelveen                              ,Buurt     ,BU03620901,950,425,525,65,20,275,160,435,10,13,90,96,475,270,155,55,1.6,2269.0,58.0,42.0,6.0,88.0,2330.0,,,,,1.5,0.9,0.2,1.1,14.0,44,2
831,831,831,Alpen Rondwegbuurt,Amstelveen                              ,Buurt     ,BU03620902,1555,675,880,260,175,330,405,390,15,9,25,15,735,290,180,275,2.1,11194.0,98.0,2.0,17.0,83.0,2300.0,3200.0,3300.0,,,1.2,0.7,0.7,0.8,12.8,14,0
832,832,832,In de Wolkenbuurt,Amstelveen                              ,Buurt     ,BU03620903,1060,460,600,140,120,265,230,315,10,9,10,10,580,330,130,125,1.7,6926.0,96.0,4.0,32.0,59.0,2100.0,3310.0,3770.0,,4580.0,1.4,0.9,0.4,0.4,11.9,16,0
833,833,833,Watercirkelbuurt,Amstelveen                              ,Buurt     ,BU03620904,2115,1005,1110,265,180,580,485,610,20,9,25,11,1190,655,280,265,1.8,7598.0,96.0,4.0,20.0,80.0,1790.0,3010.0,3240.0,4740.0,4400.0,0.6,0.6,0.8,0.9,11.3,28,0
834,834,834,Kringloopbuurt,Amstelveen                              ,Buurt     ,BU03620905,1890,855,1035,235,130,460,440,635,15,8,35,17,1095,600,270,230,1.7,5887.0,96.0,4.0,24.0,76.0,1860.0,3070.0,3500.0,1840.0,5270.0,1.2,0.6,0.6,0.5,10.0,35,0
835,835,835,"Waardhuizen, Middenhoven",Amstelveen                              ,Wijk      ,WK036210  ,13165,6390,6775,2005,1310,3070,4105,2680,115,8,80,6,6165,2220,1800,2150,2.1,6543.0,98.0,2.0,49.0,51.0,1950.0,3240.0,3340.0,5070.0,4970.0,0.8,0.6,0.8,0.8,8.9,207,0
836,836,836,Beroepenbuurt,Amstelveen                              ,Buurt     ,BU03621001,1590,775,810,275,145,390,530,255,15,8,0,1,655,160,225,280,2.4,5958.0,98.0,2.0,64.0,36.0,2000.0,3420.0,3500.0,5640.0,,0.9,0.8,0.8,0.8,10.4,28,0
837,837,837,Hemellichamenbuurt,Amstelveen                              ,Buurt     ,BU03621002,2630,1225,1405,380,265,650,840,500,20,7,15,5,1340,575,345,430,2.0,6545.0,99.0,1.0,36.0,64.0,1900.0,3090.0,3280.0,,,0.5,0.6,0.4,0.4,9.3,41,0
838,838,838,Punterbuurt,Amstelveen                              ,Buurt     ,BU03621003,2760,1360,1395,405,255,655,660,785,25,9,25,8,1355,535,415,410,2.0,7645.0,97.0,3.0,45.0,55.0,1970.0,3030.0,2980.0,,5010.0,1.1,0.7,1.1,1.1,8.0,36,0
839,839,839,Molenbuurt,Amstelveen                              ,Buurt     ,BU03621004,2850,1365,1480,415,300,675,940,525,25,9,20,7,1315,480,365,480,2.2,6250.0,97.0,3.0,49.0,51.0,1700.0,3270.0,3580.0,4410.0,,0.5,0.5,0.6,0.8,10.2,47,0
840,840,840,Galjoenbuurt,Amstelveen                              ,Buurt     ,BU03621005,3330,1650,1680,535,350,705,1135,615,25,8,15,5,1490,480,460,560,2.2,6337.0,98.0,2.0,60.0,40.0,2310.0,3320.0,3430.0,5530.0,5120.0,0.9,0.5,1.1,1.1,7.7,54,0
841,841,841,Bovenkerk - Westwijk Noord,Amstelveen                              ,Wijk      ,WK036211  ,10615,5140,5475,1865,1175,2485,3230,1865,85,7,70,6,4655,1620,1150,1890,2.3,4508.0,93.0,7.0,44.0,53.0,2070.0,3340.0,3550.0,4750.0,5170.0,1.1,0.7,0.5,0.6,8.3,240,1
842,842,842,Bovenkerk,Amstelveen                              ,Buurt     ,BU03621101,3050,1465,1585,680,260,785,790,545,25,9,25,8,1270,400,340,540,2.4,3988.0,96.0,4.0,52.0,48.0,2450.0,3150.0,3410.0,4250.0,5140.0,0.5,0.9,0.3,0.6,10.4,77,1
843,843,843,Buitenplaatsenbuurt,Amstelveen                              ,Buurt     ,BU03621102,1395,660,730,215,175,290,460,260,10,6,5,5,650,265,140,255,2.1,4723.0,98.0,2.0,43.0,57.0,2090.0,3530.0,3750.0,4190.0,5860.0,1.4,0.7,0.6,0.8,6.3,30,0
844,844,844,Betsy Perkbuurt,Amstelveen                              ,Buurt     ,BU03621103,1700,850,845,260,180,470,530,265,15,8,5,4,785,305,195,295,2.2,8037.0,95.0,6.0,45.0,55.0,2000.0,3590.0,3530.0,,,1.3,0.7,0.7,0.9,9.6,22,0
845,845,845,Legmeer,Amstelveen                              ,Buurt     ,BU03621104,30,20,10,5,0,15,10,5,0,0,0,0,20,15,5,5,1.6,74.0,9.0,91.0,,,,,,,,1.0,1.2,1.0,1.5,8.9,44,0
846,846,846,Landschappenbuurt,Amstelveen                              ,Buurt     ,BU03621105,2090,970,1120,330,260,425,670,415,15,6,20,10,945,375,200,375,2.2,7081.0,97.0,3.0,46.0,54.0,1770.0,3330.0,3590.0,6080.0,5160.0,1.6,0.5,0.4,0.4,6.0,30,0
847,847,847,Theaterbuurt,Amstelveen                              ,Buurt     ,BU03621106,2340,1165,1170,380,305,505,775,380,20,8,10,3,975,270,275,435,2.4,6590.0,96.0,4.0,37.0,63.0,2110.0,3280.0,3660.0,4140.0,,1.0,0.6,0.4,0.6,7.7,38,0
848,848,848,Westwijk Zuid,Amstelveen                              ,Wijk      ,WK036212  ,7505,3715,3790,1950,845,2395,1920,400,110,14,35,4,2685,585,530,1580,2.7,4314.0,97.0,3.0,71.0,28.0,3230.0,4520.0,4570.0,5470.0,4950.0,1.1,1.2,0.8,1.0,5.8,178,0
849,849,849,Kastelenbuurt,Amstelveen                              ,Buurt     ,BU03621201,2845,1385,1455,890,220,1140,500,100,60,22,5,1,1030,220,190,625,2.8,6674.0,96.0,4.0,65.0,35.0,3900.0,5910.0,5970.0,,4790.0,1.8,1.0,1.0,0.4,6.0,43,0
850,850,850,Schrijversbuurt,Amstelveen                              ,Buurt     ,BU03621202,2150,1075,1075,430,365,415,820,130,15,7,5,1,720,110,155,465,2.9,6957.0,97.0,3.0,79.0,21.0,1910.0,3650.0,3910.0,5140.0,,0.9,1.1,0.8,1.0,5.2,33,0
851,851,851,Kruidenbuurt,Amstelveen                              ,Buurt     ,BU03621203,2460,1225,1230,625,250,835,595,160,30,12,25,10,915,250,185,485,2.6,5638.0,97.0,3.0,73.0,27.0,2620.0,3940.0,4360.0,5800.0,4730.0,0.5,1.6,0.5,1.5,6.0,45,0
852,852,852,De Scheg,Amstelveen                              ,Buurt     ,BU03621204,45,20,20,5,10,10,15,15,0,0,0,22,15,5,10,10,2.4,79.0,82.0,18.0,64.0,32.0,,,,,4930.0,2.0,1.5,1.4,1.2,6.0,57,0
853,853,853,Buitengebied Zuid,Amstelveen                              ,Wijk      ,WK036213  ,1235,640,595,190,155,195,425,280,5,3,5,6,515,165,160,195,2.4,86.0,69.0,31.0,48.0,52.0,2190.0,2790.0,2870.0,4350.0,4570.0,4.1,3.5,1.1,,,1492,0
854,854,854,Nes aan de Amstel,Amstelveen                              ,Buurt     ,BU03621301,990,505,485,160,125,140,345,225,5,4,5,7,405,125,130,160,2.4,100.0,67.0,33.0,44.0,55.0,2190.0,2760.0,2900.0,4280.0,4610.0,4.5,3.9,0.9,,,1039,0
855,855,855,Legmeerpolder,Amstelveen                              ,Buurt     ,BU03621302,240,135,105,30,35,55,75,55,0,0,0,4,105,40,35,40,2.3,54.0,81.0,19.0,66.0,34.0,,,,4870.0,4480.0,2.3,1.6,2.0,1.9,4.4,454,0
856,856,856,Amsterdamse Bos,Amstelveen                              ,Wijk      ,WK036214  ,120,65,55,35,10,40,30,15,0,8,0,0,45,20,15,25,2.5,19.0,95.0,5.0,55.0,43.0,,3570.0,3260.0,,4500.0,1.7,1.4,1.1,1.1,12.8,802,418
857,857,857,Amsterdamse Bos Noord,Amstelveen                              ,Buurt     ,BU03621401,110,55,50,30,5,35,25,15,0,9,0,0,40,15,10,20,2.6,26.0,97.0,3.0,66.0,31.0,,3730.0,3480.0,,4810.0,1.6,1.3,1.0,1.0,13.8,490,268
858,858,858,Amsterdamse Bos Zuid,Amstelveen                              ,Buurt     ,BU03621402,10,5,0,5,0,5,5,0,0,0,0,0,5,5,5,5,1.8,5.0,,,,,,,,,,2.2,2.4,2.0,2.1,2.7,312,150
859,859,859,Amsterdam,Amsterdam                               ,Gemeente  ,GM0363    ,844947,418127,426820,126764,109253,299004,207391,102535,10857,12,5169,6,462329,255703,94028,112598,1.8,5111.0,94.0,6.0,30.0,70.0,2010.0,2990.0,2970.0,3390.0,4320.0,0.5,0.5,0.4,0.5,28.5,21949,257
860,860,860,Burgwallen-Oude Zijde,Amsterdam                               ,Wijk      ,WK036300  ,4245,2340,1905,245,645,2050,945,365,35,8,10,3,3050,2165,630,260,1.4,12157.0,79.0,21.0,19.0,77.0,1980.0,2980.0,,,,0.2,0.3,0.3,0.5,34.0,40,0
861,861,861,Kop Zeedijk,Amsterdam                               ,Buurt     ,BU03630000,1020,585,435,50,135,525,255,65,5,6,0,0,740,515,180,55,1.4,16867.0,79.0,21.0,21.0,76.0,1940.0,2410.0,,,,0.3,0.2,0.2,0.4,29.7,8,0
862,862,862,Oude Kerk e.o.,Amsterdam                               ,Buurt     ,BU03630001,660,365,295,20,130,320,140,55,5,7,0,3,495,375,95,35,1.3,7524.0,75.0,25.0,12.0,83.0,2110.0,2210.0,,,,0.3,0.3,0.3,0.5,33.5,9,0
863,863,863,Burgwallen Oost,Amsterdam                               ,Buurt     ,BU03630002,1580,840,735,120,240,745,325,155,10,8,5,2,1095,755,240,110,1.4,25369.0,82.0,18.0,19.0,79.0,1910.0,3960.0,,,,0.2,0.2,0.3,0.4,35.2,7,0
864,864,864,Nes e.o.,Amsterdam                               ,Buurt     ,BU03630003,360,190,165,20,65,195,60,20,0,8,0,2,260,195,55,15,1.4,6752.0,70.0,30.0,29.0,63.0,2290.0,,,,,0.3,0.4,0.4,0.8,36.8,6,0
865,865,865,BG-terrein e.o.,Amsterdam                               ,Buurt     ,BU03630004,615,345,265,35,85,270,165,70,5,11,5,8,445,335,70,50,1.4,7299.0,85.0,15.0,20.0,78.0,1930.0,3300.0,,,,0.2,0.5,0.3,0.7,36.8,10,0
866,866,866,Burgwallen-Nieuwe Zijde,Amsterdam                               ,Wijk      ,WK036301  ,3990,2135,1850,220,550,2145,785,290,35,8,5,1,2905,2085,635,195,1.4,6986.0,79.0,21.0,22.0,74.0,2060.0,2780.0,,,,0.4,0.3,0.6,0.8,34.7,73,0
867,867,867,Stationsplein e.o.,Amsterdam                               ,Buurt     ,BU03630100,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1.0,,,,,,,,,,,,,,,,26,0
868,868,868,Hemelrijk,Amsterdam                               ,Buurt     ,BU03630101,530,285,245,20,75,295,115,35,0,3,0,1,410,315,80,25,1.3,9592.0,78.0,22.0,30.0,66.0,1990.0,,,,,0.3,0.3,0.7,0.5,31.2,6,0
869,869,869,Nieuwendijk Noord,Amsterdam                               ,Buurt     ,BU03630102,455,270,180,20,70,250,100,20,5,15,0,4,330,230,85,20,1.4,8279.0,77.0,23.0,18.0,78.0,2070.0,,,,,0.6,0.4,0.8,0.8,30.6,7,0
870,870,870,Spuistraat Noord,Amsterdam                               ,Buurt     ,BU03630103,795,435,360,50,105,450,135,65,0,3,0,0,570,405,130,40,1.4,15877.0,82.0,18.0,28.0,69.0,2450.0,3190.0,,,,0.3,0.4,0.6,0.6,34.5,6,0
871,871,871,Nieuwe Kerk e.o.,Amsterdam                               ,Buurt     ,BU03630104,830,465,360,50,125,495,135,35,10,13,0,0,580,390,155,45,1.4,9892.0,84.0,16.0,25.0,72.0,2060.0,3350.0,,,,0.6,0.4,0.7,1.0,34.0,8,0
872,872,872,Spuistraat Zuid,Amsterdam                               ,Buurt     ,BU03630105,670,355,310,60,85,315,165,55,5,8,0,2,490,365,80,50,1.4,11280.0,78.0,22.0,17.0,78.0,2000.0,,,,,0.2,0.2,0.4,0.7,40.4,7,0
873,873,873,Begijnhofbuurt,Amsterdam                               ,Buurt     ,BU03630106,410,155,250,10,45,205,90,70,0,4,0,4,325,255,60,15,1.3,5848.0,76.0,24.0,12.0,86.0,1700.0,1020.0,,,,0.5,0.4,0.5,1.0,38.2,7,0
874,874,874,Kalverdriehoek,Amsterdam                               ,Buurt     ,BU03630107,280,150,125,20,55,145,55,15,5,14,0,0,190,130,55,15,1.4,5358.0,73.0,27.0,28.0,68.0,2310.0,,,,,0.7,0.3,0.6,1.0,31.4,6,0
875,875,875,Grachtengordel-West,Amsterdam                               ,Wijk      ,WK036302  ,6370,3340,3025,555,800,2170,1790,1065,35,5,25,4,4120,2605,1000,520,1.5,14230.0,77.0,23.0,43.0,53.0,2480.0,4140.0,3990.0,,,0.2,0.3,0.3,0.4,38.2,57,0
876,876,876,Langestraat e.o.,Amsterdam                               ,Buurt     ,BU03630200,1835,965,870,175,185,570,540,370,10,5,10,5,1150,695,300,160,1.6,18908.0,80.0,20.0,49.0,48.0,2440.0,4120.0,,,,0.2,0.4,0.5,0.3,32.1,12,0
877,877,877,Leliegracht e.o.,Amsterdam                               ,Buurt     ,BU03630201,1750,915,835,165,275,615,455,250,10,5,5,2,1130,710,280,145,1.6,12887.0,77.0,23.0,40.0,55.0,2680.0,3800.0,,,,0.2,0.3,0.4,0.5,35.1,17,0
878,878,878,Felix Meritisbuurt,Amsterdam                               ,Buurt     ,BU03630202,2100,1085,1010,165,270,735,615,320,10,6,5,2,1380,900,315,175,1.5,13037.0,75.0,25.0,43.0,55.0,2340.0,4130.0,,,,0.2,0.2,0.2,0.5,42.9,20,0
879,879,879,Leidsegracht Noord,Amsterdam                               ,Buurt     ,BU03630203,680,370,305,55,75,250,180,125,0,2,5,7,455,305,110,45,1.5,12734.0,76.0,24.0,40.0,57.0,2600.0,4780.0,,,,0.4,0.3,0.3,0.6,48.6,7,0
880,880,880,Grachtengordel-Zuid,Amsterdam                               ,Wijk      ,WK036303  ,5405,2960,2445,495,665,2095,1375,785,50,9,25,4,3505,2275,770,465,1.5,10413.0,77.0,23.0,41.0,56.0,2310.0,4090.0,4650.0,,,0.4,0.4,0.4,0.6,43.8,64,0
881,881,881,Spiegelbuurt,Amsterdam                               ,Buurt     ,BU03630300,810,435,370,70,90,325,205,120,5,9,0,1,515,325,125,75,1.6,10172.0,73.0,27.0,45.0,52.0,2360.0,4430.0,,,,0.5,0.5,0.5,0.6,48.6,9,0
882,882,882,Gouden Bocht,Amsterdam                               ,Buurt     ,BU03630301,140,85,55,10,20,50,35,30,0,14,0,7,95,65,30,10,1.4,3071.0,66.0,34.0,45.0,53.0,2660.0,,,,,0.6,0.4,0.6,0.6,42.6,6,0
883,883,883,Van Loonbuurt,Amsterdam                               ,Buurt     ,BU03630302,1460,750,710,155,180,495,380,255,15,10,10,6,895,550,210,140,1.6,11257.0,80.0,20.0,48.0,50.0,2290.0,4050.0,,,,0.3,0.2,0.3,0.4,46.3,15,0
884,884,884,Amstelveldbuurt,Amsterdam                               ,Buurt     ,BU03630303,1495,800,695,155,175,475,465,235,10,8,5,4,955,615,205,140,1.6,13536.0,82.0,18.0,44.0,53.0,2380.0,4140.0,,,,0.3,0.3,0.2,0.5,43.1,15,0
885,885,885,Rembrandtpleinbuurt,Amsterdam                               ,Buurt     ,BU03630304,510,305,205,30,50,310,85,45,0,5,0,5,385,295,75,20,1.3,8816.0,74.0,26.0,29.0,69.0,2090.0,,,,,0.5,0.5,0.4,0.8,38.1,8,0
886,886,886,Reguliersbuurt,Amsterdam                               ,Buurt     ,BU03630305,375,225,150,25,85,215,45,15,0,2,0,0,270,190,55,25,1.4,9362.0,67.0,33.0,16.0,75.0,1950.0,,,,,0.7,0.6,0.6,0.9,35.1,5,0
887,887,887,Leidsegracht Zuid,Amsterdam                               ,Buurt     ,BU03630306,600,355,245,50,70,230,160,95,10,14,5,8,375,245,80,60,1.6,11084.0,76.0,24.0,38.0,61.0,2440.0,3840.0,,,,0.7,0.5,0.5,0.9,43.6,7,0
888,888,888,Nieuwmarkt/Lastage,Amsterdam                               ,Wijk      ,WK036304  ,9645,4990,4650,800,1195,3195,2920,1540,80,8,60,6,6380,4175,1360,850,1.5,13440.0,88.0,12.0,30.0,67.0,2000.0,3150.0,,,,0.4,0.3,0.3,0.5,32.7,107,0
889,889,889,Oosterdokseiland,Amsterdam                               ,Buurt     ,BU03630400,465,265,195,55,35,210,125,45,10,21,0,0,265,125,95,50,1.8,3559.0,85.0,15.0,47.0,53.0,2610.0,,,,,0.7,0.8,0.9,0.9,20.6,24,0
890,890,890,Scheepvaarthuisbuurt,Amsterdam                               ,Buurt     ,BU03630401,730,360,370,60,120,285,170,100,5,9,0,0,465,290,125,60,1.6,13648.0,83.0,17.0,40.0,56.0,2440.0,4200.0,,,,0.2,0.5,0.4,0.5,28.1,11,0
891,891,891,Rapenburg,Amsterdam                               ,Buurt     ,BU03630402,1030,495,530,110,265,345,235,85,5,6,0,1,660,425,150,90,1.6,11109.0,84.0,16.0,24.0,53.0,2030.0,1950.0,,,,0.3,0.3,0.1,0.5,33.8,17,0
892,892,892,Lastage,Amsterdam                               ,Buurt     ,BU03630403,1085,560,525,95,135,385,330,145,10,9,0,2,725,485,150,95,1.5,20609.0,88.0,12.0,32.0,66.0,1840.0,3540.0,,,,0.2,0.3,0.3,0.2,30.9,8,0
893,893,893,Nieuwmarkt,Amsterdam                               ,Buurt     ,BU03630404,1620,780,840,150,165,390,565,365,5,4,30,17,1045,705,175,170,1.5,27294.0,92.0,8.0,17.0,82.0,1770.0,3170.0,,,,0.2,0.2,0.2,0.2,34.7,7,0
894,894,894,Uilenburg,Amsterdam                               ,Buurt     ,BU03630405,1150,605,540,80,90,450,380,155,5,6,5,4,780,510,185,95,1.5,14319.0,87.0,13.0,38.0,61.0,2040.0,,,,,0.5,0.3,0.3,0.3,34.3,11,0
895,895,895,Valkenburg,Amsterdam                               ,Buurt     ,BU03630406,1175,595,580,110,125,350,355,250,10,7,10,8,785,525,160,110,1.5,17337.0,90.0,10.0,42.0,56.0,2080.0,,,,,0.6,0.3,0.3,0.8,32.9,7,0
896,896,896,Zuiderkerkbuurt,Amsterdam                               ,Buurt     ,BU03630407,1500,865,635,75,175,495,500,265,10,8,5,4,1045,730,205,120,1.4,22109.0,88.0,12.0,22.0,75.0,1940.0,3060.0,,,,0.3,0.3,0.4,0.5,35.5,9,0
897,897,897,Waterloopleinbuurt,Amsterdam                               ,Buurt     ,BU03630408,875,450,425,80,95,300,270,135,5,9,5,4,590,395,125,75,1.5,7828.0,89.0,11.0,27.0,71.0,1970.0,,,,,0.6,0.3,0.6,0.5,33.3,13,0
898,898,898,Haarlemmerbuurt,Amsterdam                               ,Wijk      ,WK036305  ,9300,4675,4620,1075,810,3140,2895,1390,95,10,45,5,5680,3450,1210,1030,1.6,16994.0,90.0,10.0,29.0,69.0,2120.0,3360.0,3560.0,,,0.3,0.4,0.3,0.5,23.3,81,0
899,899,899,Westerdokseiland,Amsterdam                               ,Buurt     ,BU03630500,1920,990,930,315,125,595,565,325,20,9,5,3,1000,450,305,255,1.9,11944.0,92.0,8.0,44.0,55.0,2740.0,,,,,0.2,0.7,0.2,0.9,17.8,34,0
900,900,900,Haarlemmerbuurt Oost,Amsterdam                               ,Buurt     ,BU03630501,1445,725,715,140,120,525,455,205,15,9,5,4,975,680,170,135,1.5,15502.0,84.0,16.0,25.0,73.0,1970.0,3470.0,,,,0.2,0.2,0.7,0.3,29.1,10,0
901,901,901,Haarlemmerbuurt West,Amsterdam                               ,Buurt     ,BU03630502,2500,1275,1225,245,255,865,755,390,20,8,25,9,1515,935,315,275,1.6,22857.0,89.0,11.0,24.0,72.0,1980.0,2820.0,,,,0.2,0.2,0.4,0.6,27.4,12,0
902,902,902,Westelijke eilanden,Amsterdam                               ,Buurt     ,BU03630503,2900,1420,1480,330,285,900,965,425,35,12,10,3,1790,1100,365,330,1.6,18997.0,93.0,7.0,33.0,65.0,2030.0,3780.0,3300.0,,,0.5,0.5,0.3,0.3,20.1,22,0
903,903,903,Planciusbuurt Noord,Amsterdam                               ,Buurt     ,BU03630505,360,175,185,35,20,210,85,25,0,5,0,2,255,185,45,35,1.4,19901.0,97.0,3.0,10.0,90.0,1420.0,,,,,0.6,0.4,0.1,0.5,23.0,2,0
904,904,904,Planciusbuurt Zuid,Amsterdam                               ,Buurt     ,BU03630506,165,90,75,20,10,50,70,25,0,11,0,0,130,105,15,15,1.3,13255.0,98.0,2.0,1.0,98.0,1870.0,,,,,0.4,0.2,0.2,0.5,30.6,2,0
905,905,905,Jordaan,Amsterdam                               ,Wijk      ,WK036306  ,19305,9795,9510,1780,1775,7180,5575,3005,175,9,135,6,12940,8680,2495,1775,1.5,23133.0,88.0,12.0,27.0,71.0,1790.0,3290.0,3780.0,,,0.3,0.3,0.3,0.4,38.4,95,0
906,906,906,Driehoekbuurt,Amsterdam                               ,Buurt     ,BU03630600,2675,1330,1340,255,245,1070,750,365,20,8,10,4,1805,1190,370,250,1.5,27206.0,88.0,12.0,28.0,71.0,1660.0,2570.0,2810.0,,,0.2,0.3,0.2,0.6,29.7,11,0
907,907,907,Bloemgrachtbuurt,Amsterdam                               ,Buurt     ,BU03630602,2990,1480,1510,315,280,1115,815,475,25,9,10,4,1900,1200,405,305,1.6,26326.0,87.0,13.0,34.0,64.0,1930.0,3440.0,,,,0.2,0.3,0.3,0.4,40.7,13,0
908,908,908,Marnixbuurt Noord,Amsterdam                               ,Buurt     ,BU03630603,1495,750,740,140,120,565,435,240,15,12,5,5,975,620,215,150,1.5,27013.0,94.0,6.0,18.0,81.0,1780.0,,,,,0.4,0.4,0.4,0.6,33.9,7,0
909,909,909,Zaagpoortbuurt,Amsterdam                               ,Buurt     ,BU03630604,875,495,380,40,115,470,190,70,5,5,0,1,705,580,95,35,1.2,24932.0,87.0,13.0,17.0,82.0,1540.0,,,,,0.3,0.4,0.4,0.4,39.5,4,0
910,910,910,Marnixbuurt Midden,Amsterdam                               ,Buurt     ,BU03630605,200,105,90,15,35,110,35,10,0,19,0,9,130,90,30,20,1.5,13023.0,90.0,10.0,47.0,53.0,2200.0,,,,,0.2,0.2,0.3,0.3,43.3,2,0
911,911,911,Elandsgrachtbuurt,Amsterdam                               ,Buurt     ,BU03630606,4255,2140,2110,385,410,1545,1265,655,35,8,35,8,2880,1990,505,390,1.5,22542.0,87.0,13.0,26.0,71.0,1830.0,3740.0,4990.0,,,0.4,0.2,0.2,0.3,44.4,21,0
912,912,912,Passeerdersgrachtbuurt,Amsterdam                               ,Buurt     ,BU03630607,880,460,415,80,65,315,270,160,5,9,5,6,605,420,120,75,1.4,19281.0,87.0,13.0,36.0,61.0,2010.0,3180.0,,,,0.3,0.4,0.3,0.5,50.1,5,0
913,913,913,Groenmarktkadebuurt,Amsterdam                               ,Buurt     ,BU03630608,175,90,80,10,20,100,35,15,0,11,0,5,115,70,35,15,1.5,4894.0,60.0,40.0,30.0,61.0,1950.0,,,,,0.3,0.2,0.4,0.4,44.9,5,0
